object_type,latitude,longitude
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
train,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
train,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
train,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
train,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
train,19.9975,73.7898
car,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
car,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
car,19.9975,73.7898
person,19.9975,73.7898
car,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
car,19.9975,73.7898
person,19.9975,73.7898
dog,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
car,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
car,19.9975,73.7898
person,19.9975,73.7898
car,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
dog,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
dog,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
dog,19.9975,73.7898
dog,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
dog,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
dog,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
dog,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
dog,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
dog,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
dog,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
dog,19.9975,73.7898
motorcycle,19.9975,73.7898
dog,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
dog,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
dog,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
dog,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
person,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
motorcycle,19.9975,73.7898
